"REF_DATE","GEO","DGUID","Income percentiles","Age group","Tax and transfer type","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2008","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2009","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2010","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2011","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2012","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2013","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2014","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2015","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2016","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2017","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2018","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2019","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2020","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"2021","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","5th percentile rate","Percent","239","units","0","v121055439","1.2.1.1.5","0.0","","","","1"
"1992","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"1993","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"1994","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"1995","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"1996","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"1997","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"1998","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"1999","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2000","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2001","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2002","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2003","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2004","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2005","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2006","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2007","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2008","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2009","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2010","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2011","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2012","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2013","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2014","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2015","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2016","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2017","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
"2018","Canada","2016A000011124","Bottom 5 percent income group","Total, 18 years and above","Federal and provincial income tax and federal payroll tax","25th percentile rate","Percent","239","units","0","v121055440","1.2.1.1.6","0.0","","","","1"
